disease_name,gene_name
Behcet's syndrome,IL12A; CCR3; C6orf15; IFNGR1; IL12RB2; TFCP2L1; PSORS1C1; STAT4; SCHIP1; ERAP1; LACC1; DKK1; IL10; ADO
Beta blocking agent use measurement,SLC4A7; NCALD; MET; SOX6; PDE10A; TCF21; PLEKHG1; ZNF831; WNT2B; FGF5; FBN2; FTO; CDKN2A; GUCY1A1; ARHGAP42; PDILT; INSR; FES; CABCOCO1; LPA; RGL3; ADRB1; ZFHX4; APOE; LSP1; CASZ1; AGT; CELSR2; CDKN2B; CNNM2; GAS2; EDNRA; FGD5; PITX2; UMOD; KCNK3; HECTD4; PLCB1; FANCF; PCDH18; KLF14; CLCN6; NFATC2; FGF9; HOXA13; MYL2; NPR3; NGF; TBX3; CD53; RYBP; KCNA3; ATP2B1; PGPEP1; SWAP70; ZFP36L2; CMIP; ACE; NOS3; CACNB2; BAHCC1
Brugada syndrome,HEY2; EXOG; TBX20; WT1; SCN10A; TBX5; MAPRE2; SCN5A; NCOA7; PRKCA; MYO18B; ZFPM2
C-reactive protein measurement,NR1H4; CPS1; TBPL1; IKZF2; TRAF3IP2; CREB3L3; ZNF76; RORA; SCARB1; GLI2; WSCD2; RARB; IL4R; GPR137B; COBLL1; PGS1; PAPOLA; LYZ; LRRFIP2; MAP3K1; CYP26A1; CRTAC1; TREM2; JOSD1; ST13; NTSR1; RNMT; LIPG; SMPD3; SALL1; GSDMD; CLPTM1; PRKD2; HPN; ZMIZ1; TUBD1; RPS6KB1; HGFAC; ST3GAL4; METAP2; GYS2; FOXP1; NCL; NFE2L2; LEPR; ABCG2; ONECUT2; SEC16B; EEPD1; KCNJ2; TCP11; RREB1; IRF1; GAD1; ALDH1A2; APOE; GADD45G; CRP; APCS; DMGDH; BMAL1; IRAK2; SOX5; ACP2; HNF1A; P2RX4; CD164; HLX; IL1RN; IL1F10; BAAT; ETV6; ASCL1; FTO; OSGIN1; ZCCHC2; SMYD2; DUSP10; ACP1; EML4; SFRP2; TNIP1; RSPO3; NFIB; ITPR1; THRB; ANK3; TMEM18; ARL14EP; BANK1; UBP1; SPHKAP; PRKCA; ABCA6; KLF10; GRIA1; DEPTOR; LRFN2; KIT; CABP1; NCF1; ADAR; IL6R; SSTR5; ALPL; NLRP3; SLC2A2; FABP1; EBF1; CCDC171; ABCA1; HSPA12A; MC4R; SMAD3; CRK; WDR81; SEPTIN2; P2RY12; CHRNA5; PAH; SP3; PPP1R3B; TRIB1; ABO; PTPN2; DOK7; GNG7; BDNF; FUT2; GCNT4; FAM210A; OLIG3; ERBB4; MAF; APOLD1; ZFPM1; UBE2E2; RGS6; PTP4A3; SOCS3; PDE4B; ZBTB40; ZBTB7C; CD300LF; WWOX; GLDN; ARAP1; FANCA; WNT7B; H3-5; ZNF573; OR10J1; SULT1A1; TCF4; C2CD4A; L3MBTL3; CENPW; MAFB; SLC44A4; RANBP17; ACKR1; NAXD; TM6SF2; ARHGEF28; NPEPL1; IFI30; MICAL3; CYP2A6; HNF1B; HFE; PPP5C; NR1H3; NOP58; QSER1; DGAT2; TNFRSF1A; PTPN3; CYP2W1; ABCB11; DHRS9; FDFT1; GCKR; CETP; PABPC4; APOH; RGS17; HNRNPC; TTLL12; FGF9; TRPS1; STEAP1B; GCK; TLE4; LIPA; MAP3K8; ZBTB16; MS4A6A; SOX6; CUX2; FRK; TFEB; ST3GAL5; IL1R1; IL18R1; STRN; TNFAIP3; IRF2BPL; DUSP1; CCDC18; YEATS4; CDHR3; SIGLEC9; TAF4; CSNK1G2; GIMAP4; SLC39A8; SCAF11; ARMH4; TAF4B; CELSR2; ECM1; LRMDA; HSD17B12; ATP6V1G3; RIT2; JMY; JAZF1; CMIP; AK5; UBASH3B; NTAN1; SHC1; ZNF281; OLFML2B; COQ8A; ZC3H12A; DAGLB; CTSB; AVPR1A; SETD5; ONECUT1; ZNF35; ZPLD1; IRF2BP1; CHD7; CEBPB; ARPP21; ADCY5; PPP2R2D; FAM220A; NTM; SIGIRR; ZFP36L1; PTCH1; MITF; LIN28B; COL14A1; DPYD; VWC2; TOMM7; MAML3; ZGPAT; ENTPD6; UVRAG; LPA; DPF3; NYNRIN; CTAGE1; ITGA1; STARD10; HNRNPA1L3; C2orf74; TM4SF19-DYNLT2B; FARP2; PKD1; MLXIPL; GIPR; PTBP1; EPHA3; FNIP2; WNK1; ZNF112; NEO1; MAPK6; MAP4K4; CHRNA3; TNPO1; MAP3K4; SIRT4; HNF4A; CD33; ITGB8; TRIM2; IL1RL1; GADD45A; AKT3; ARG1; NEK6; STAT5A; IDUA; PLD2; MAP3K10; AMPD3; FST; EMP1; OASL; USP44; SIX3; AK7; NPC1; ASGR1; ADAMTS10; IL22RA1; PTPRF; ABCG8; TM4SF19; FBXL17; NEK7; KCNE4; MBNL1; PELO; NAT2; H2BC5; DUSP23; CHRNB2; SPSB3; ADCY9; LRP5; RAVER2; LIPC; IRF2BP2; ZNF608; USP47; COQ2; GPRC6A; LRRC25; EPM2AIP1; RFLNA; KIAA2012; KCNB2; SLITRK6; SETD4; IRS2; LITAF; ALKAL2; TMEM26; ANXA4; HLA-DRA; GNAT3; OR4C12; COX19; GH1; GTF2I; S1PR2; ABCB5; PARP12; ARHGAP10; RELB; AHR; MICU1; NEURL1; TFDP2; IL18RAP; PCDH17; RBM25; ZMIZ2; TRERF1; ZNF391; POLR1B; PSD4; OPA3; DOCK4; VPS13C; TOMM40; NCAN; TMCC2; GIMAP6; POGLUT2; CD36; IL6; BIN1; TOR1A; ADCY3; ABCG5; SLC38A4; GRTP1; SCAF4; CALM3; HHIP; TMEM161B; MAP1A; BRD3; JMJD1C; SNTB1; ID4; CENPS; LPL; OR2B11; TBL1XR1; SLC17A8; FCER1A; ZNF467; SATB1; KCTD8; CPNE4; ATG7; SP9; HLA-B; BRD3OS; ADH1C
COVID-19,FOXP4; ADAMTS17; DPP9; IFNAR2; ABO; OAS1; SLC6A20; LZTFL1; THBS3; IGF1; LAMB1; OAS3; NPR3; VSTM2A; TMEM65
Calcium channel blocker use measurement,IGF2BP2; GNAS; ARVCF; HOXA13; EVX1; SOX6; TCF21; TBX2; ZNF831; APOE; LSP1; RXFP2; WNT2B; NGF; FGF5; ENPEP; LEF1; JPH2; CACNA1C; CACNA1D; ACE; GUCY1A1; ANKRD55; NOS3; SVEP1; CACNB2; RIMKLB; PAFAH1B2; KCNK3; FES; PLCB1; WT1; ARL15; BTN3A2; ZFP91; AKR1B10; PPP2R2A; CCDC71L; SLC4A7; ADRB1; PRDM6; NFATC2; FGF9; CDK6; PIK3CG; LFNG; PRKAG2; GOSR2; STIM2; VEGFA; NPR3; MAPKAP1; BICC1; ABHD17C; LRPPRC; PLCE1; SLC7A1; FTO; SLC4A10; MFHAS1; CMIP; NAT2; HNF4G; ARHGAP42; NPNT; PDILT; USP38; INSR; APOLD1; CABCOCO1; KLF14; ATP2B1; PDE8A; FAT1; MECOM; ZC3HC1; GLIS3; USP34; DBH; CASZ1; TBX3; FBN2; MAP9; UMOD; ZFPM2; PDE3A; MEX3C; CYP11B2; SLC44A4; RGL3; EBF2; CHDH; ALDH2; VDR; PLEKHG1; SWAP70; CDKN2B; CDKN2A; CNNM2; NEIL2; DPY19L4; PLPP3; ERAP1; B4GALNT2; LRRC10B
Cannabis use,LMX1B; SEMA6D; DUSP6; CNNM2; ZNF704; FOXP2; SDK1; CADM2; ATP2C2; SMG6; NCAM1
Cholecystitis,HNF4A; FOXP1; ABCG5; HNF1A; NEIL2; ZNF761; LRBA; ABCG8; CYP7A1; ABCB4; SULT2A1; TTC39B; TM4SF4
Chronic Obstructive Asthma,IL18R1; FASLG; D2HGDH; ZNF652; RORA; IL4R; IRF1; SMAD3; TSLP; NPNT; CD247; BACH2; IL1RL1; NDFIP1; IL33; BCL2L11; ADAMTSL3
Cleft palate,NTN1; TP63; FOXF1; IRF6; FRMD6; PKDCC; MSX1; SLC25A21; SHTN1; DPYD; SFI1; MAFB; PAX7; GADD45G; GSC; SPRY2; TMEM19; SYT14; DCAF4L2; PTCH1; CYRIA; TAF1B; TMX1; KRT8; TANC2; DOK7; NOG; CMSS1; ABCA4; SLC15A1; MKNK2; KLHDC4; GOSR2; LRPAP1; PRKN; DLK1; FSBP
Crohn's disease,SKAP2; AKAP11; RNASET2; GALC; TAB2; TRAF3IP2; PRDM1; SBNO2; TNFRSF1A; P4HA2; FAP; SP140; PTPRC; IL12RB2; CYLD; ATG16L1; DNMT3B; JAK2; PDGFB; CD40; CEP192; MAP3K8; CUL2; RPS6KB1; CCL2; IFNG; BACH2; DAP; IL12B; CPEB4; CCL20; DNAJC27; IFIH1; PLCL1; THADA; UBE3D; DNMT3A; NKX2-3; TNFSF18; ELF1; PLAU; EGR2; IRF5; APOE; NFATC1; PTPN22; IL2RA; ETS1; SLC22A23; GPR65; NKD1; IRF8; KSR1; FCGR2A; OSMR; RSPO3; IPMK; CCDC122; PDK1; BANK1; BCL2L11; JAZF1; GAL3ST2; IFNGR2; IL23R; PUS10; ANTXR2; INAVA; ERAP1; TMEM174; ANKRD55; OSGIN2; SMAD3; NOD2; SNX20; TET2; PTGER4; PTPN2; TCERG1L; SOX11; FUT2; LACC1; TNFSF15; ADO; TNRC18; SATB1; CARD9; LRRK2; GTF2IRD2; SLC22A4; C1orf141; HLA-DMA; DENND1B; IRGM; PPP5C; PER3; HDAC7; FOSL2; SLC26A3; CREM; NCF4; IL21R; RIPK2; SLAIN2; SH2B3; IL1RL1; ERRFI1; NR5A2; CCRL2; ZNF831; SOX4; SLC7A10; NDFIP1; LRRC32; GIPC2; DUSP5; ZNF365; STAT4; IL21; IL19; ITPKB; CDKAL1; NLGN4X; CAMK2G; ZC3H12C; MAGI1; TNFRSF14; NCF1; nan; TAGAP; STAT3; IL7R; RGS14; ZEB2; C7orf33; FOS; THEMIS; TRIB1; HORMAD2; GPR35; CIITA; ITLN1; IFNLR1; IKZF1; ZPBP2; SPATC1; LITAF; HLA-DRB1; SLC22A5; SPRED2; BTNL2; HLA-C; CEP43; C17orf67; CEBPA; CD6; RUNX3; FHL1; BAK1; MAGI3; NXPE1; FAM118A; MMP9; CDC37; AHR; TUBD1; LNPEP; IL18R1; IL18RAP; PARK7; PLA2G4A; TNFAIP3; TNFSF11; ADCY7; GPR18; IRF1; FIGNL1; OSER1; ADAM30; TLR4; IRF4; ADCY3; SLC39A8; CDH13; RORC; ANKRD30A; CD226; SLAMF8; IL6R; ERAP2; SBSPON; PRKCB; GPX4; B3GNT2; RASGRP1; CD28; RNF186; CXCR2; ZFP36L1; ZFP91; TMEM17; SLCO6A1; FAS; GCKR; SIRPG; DLD; NFKBIA; TNFSF8; TSPAN14; NFKB1; CARS1; ITGA4; ADGRL2; SLC39A11; GNA12; FOXO1; ASAP2; UBASH3A; REL; SOX14; ZBTB38; CAVIN1; ZBTB40; IL27; SLC9A8; HLA-F
DNA methylation,IBTK; MSR1; ATP9A; ZFAT; CD5L; MAPRE1; SH3GL2; SLC2A9; ARSB; GNPDA1; IL22; CHRNA10; GCOM1; CDH11; DPT; LBR; CNTN4; CDH18; TENM4; PLEKHG4B; KCNMA1; ABCA1; SUN5; MPLKIP; GFRA2; LRP1B; MYRIP; B3GALT1; TLR1; CHRNA9; CMKLR1; ABCA13; ZNF467; OR6B2; CCSER1; GPRIN3; SVIL; FKBP1C; SPRN; PLXNA4; CCDC71L; POLR2M; GRIN2B; FAM184B; GNAS; BMP7; PRDM13; NR5A2; CRHR1; AP3B1; UBQLN1; SFRP2; RAB3C; STC1; NFIA; CSMD3; LRFN5; PHYHIPL; SLC6A5; KCNC2; DRD5; KCND3; BCL2; GAP43; DENND6A; MC5R; LRRTM4; SERTAD2; RRH; HMGB1; CACNA1H; NOS1AP; HNRNPA1L3; STMND1; MYZAP; FYN; ZNF839; NSUN2; EPHA3; TMEM260; PDE8A; IPCEF1; ADCYAP1R1; EEA1; ZNF423; PARD3B; TNR; ADGRL2; MTHFD1L; F13A1; DPP6; PYY; MTUS2; CNTN6; ANO3; MTNR1B; TMPRSS13; GNAL; RGS16; CREB5; DRD2; ZNF599; TIAM1; ATP2B2; ARHGAP42; CTNND2; PRKCE; KLF11; PLCB1; DPYD; LITAF; LPA; CDH10; SFSWAP; TRIB2; FRY; CD82; TBX5; EYA1; PIK3CG; DNAH11; GLIS3; JHY; PAPOLG; OVOL2; EPB41L4A; MMD2; RALGPS1; ENTPD1; BICD1; DDAH1; PITPNC1; NAA11; LRRIQ3; FREM1; GALR1; ZBBX; GSX1; PKHD1; PTPRM; TCERG1L; TRIM61; KREMEN1; WDR27; FHIT; ZNF124; MME; C2CD4A; COL28A1; DACH1
Disorder of lipid metabolism,APOE; ABCG8; ABO; CHRDL1; CDKN2B; TM6SF2; NPC1L1; APOB; CDC16; BUD13; CELSR2; CDKN2A; RASSF6; TRIB1; PCSK9; PDE4B; MAFB
Diuretic use measurement,ATP2B1; NFATC2; FGF9; CCNE1; EVX1; SOX6; CPSF6; TCF21; PLEKHG1; SWAP70; ENPEP; FBN2; SLC7A1; TICRR; FTO; CWF19L2; GUCY1A1; NPNT; PDILT; UMOD; INSR; KCNK3; MEX3C; NRIP1; PLCB1; CABCOCO1; DACH1; SLC4A7; ADRB1; PDE8A; BICC1; CASZ1; RXFP2; WNT2B; ABHD17C; BLK; FGF5; JPH2; HTR4; ARHGAP42; CACNB2; USP38; PURG; HECTD4; ADO; FES; WT1; C20orf203; OR4C12; HNRNPA1L3; CCDC71L; PIK3CG; HOXA13; VDR; NPR3; LSP1; TBX3; ACMSD; CMIP; RHOC; CACNA1D; ZNF589; NOS3; ZEB2; APOLD1; PTPN11; SEPTIN9; ZNF652; MPPED2; MECOM; ERI1; GMDS; ZNF831; NGF; ZFP36L2; MAP9; AKAP13; OVOL1; CYP11B2; RGL3
Drugs affecting bone structure and mineralization use measurement,SEM1; ETS2; HOXC4; WNT16; AKAP11; WLS; SOST; BTNL2; NFATC1; ZBTB40; FAM3C; PPP6R3
Drugs used in diabetes use measurement,UBE3C; IL20RA; IGF2BP2; PABPC4; PPP4R3A; ZMIZ1; GLP1R; CCND2; BCL11A; TSHZ3; PPARG; ETS1; SPRY2; FTO; ZFHX3; AQP10; CDKN2B; CDKN2A; TCF7L2; HMGA2; HHEX; BCL2L11; JAZF1; NUS1; C12orf43; CTBP1; SLC30A8; MC4R; ADCY5; CLEC14A; UBE2E2; CCDC9B; TLE1; PIM3; C2CD4A; ITGA1; STARD10; CEP68; CAMK2B; ACTN1; WSCD2; STK17B; HNF4A; NFATC2; PAX4; GLIS3; FBXW7; CCND1; PROX1; RNF6; SYT5; PTPN22; DGKB; HMG20A; LPP; CDKAL1; TMEM18; CDC123; KSR2; BCL2; PEAK1; GPC5; KCNJ11; ZC3H11B; SLC12A8; KLF14; TFAP2B; HIVEP2; ST6GAL1; KLHL42; NUFIP2; THADA; RREB1; KL; GRP; PPIP5K2; PAM; RSPO3; GP2; ZNRF3; ARAP1; ANKDD1B; PRC1; HNF1B; NFIX; KCNQ1; LTK; MEF2C; PLEKHA1; WFS1; DNAH7; GPSM1; NKX6-3; RASGRP1; SLC16A11; PTCH1; ZNF100
Dupuytren Contracture,EPDR1; RAB31; WNT7B; EBF2; NEDD4; SFRP4; ITGA11; SDK1; RSPO2; DMRT2; ZC3H12D; ZBTB40; CFTR; MMP14; PPARA; ATL1; MAFB; SMIM2; SERP2; DDR2; DUXA
Eczema,ABCB5; ETV7; ISL1; RUNX3; RTEL1-TNFRSF6B; PRKCQ; ARHGAP15; CSF2RB; POLI; KLF5; ICAM5; ITGB8; TLE4; BACH2; IL18R1; IL18RAP; ID2; PLCL1; FASLG; TNFRSF8; DAW1; IL22; TRAF3; IL2RA; ETS1; WDR36; AHI1; MYC; ZNF365; SLC39A8; IQGAP1; LPP; TSLP; FOXO1; JAZF1; SPPL3; LRRC43; ZDHHC12; IL6R; SLC15A2; TAGAP; STAT6; IL7R; IL13; DLGAP1; OVOL1; BNC2; NRROS; TLR10; TLR1; ABO; SERTAD2; D2HGDH; RAD51B; ARRDC1; CARD11; ZNF652; CD247; HLA-A; CD200R1L; TRAF1; EYA2; FOSL2; TPD52; NFATC2; RAI1; NFKB1; MANBA; IL1RL1; SLC35D1; TNFSF4; DUSP1; NDFIP1; ANKRD16; IRF4; LRRC32; ACVRL1; SIK1; PRDM16; RORC; FLG; TNFAIP8; TNFRSF14; ALOX15; REL; MSX1; RYBP; PTTG1; NOS3; INPP5D; GLB1; ZNF217; TRIB1; STARD6; ZBTB38; ANKRD46; TMEM232; CCHCR1; ZBTB10; HLA-DPB1; CYP24A1; TNC; CALCRL; SMARCE1; TBX21; IL4R; WNT11; PRORP; BCL6; TNFAIP3; AFTPH; IRF1; PRR5L; TESPA1; IL33; TNFRSF11A; OTULIN; ZBTB7B; PIGX; SMAD3; SPSB1; LCLAT1; UBE2E2; IKZF1; GSAP; CD47; HRNR; MIER1; RTP2; COL15A1; IKZF2; RORA; SMG6; FAM76B; ZBTB25; NFKBIA; SMAD7; CBLN1; DUSP22; LMNB1; DNMT3A; BATF3; IL1B; IL37; PLXNC1; SMAD4; OTULINL; CD200R1; TASOR; GSDMA; TBL1XR1; ASCL2; TSBP1; FAM240C; RTEL1; HSPE1-MOB4
FEV/FEC ratio,SKAP2; KDM7A; VTA1; MRC2; WWTR1; RUNX3; ARHGAP31; GAB2; TIMP2; DNAH5; RAI14; THAP3; JADE2; FAM120A; LTBP1; MRPS35; SLC12A2; CLDN18; FGFR3; ATP2B1; LNX1; ATP2A3; NTN4; FNDC3B; TOP2B; CAPZB; FGFR1; FBLN1; NEBL; RUNX1T1; SLC1A3; TNS1; PTPRC; ERC1; ADAMTS2; NID2; TFAP2C; DOCK9; TASP1; TBX5; GPATCH2L; LTBP4; PABPC4; MAP3K20; TGFB2; DSP; PCSK5; KLHL22; PDGFB; KIAA0586; ITPK1; MAPRE1; JAG1; ZNF516; KPNA3; FLT1; MMP15; FOXF1; RPAP1; ATP8B4; EMC2; NCALD; FGL1; PIK3CG; ITGB8; CPVL; ELAVL2; GLIS3; SHB; ZFAND5; SH3PXD2A; INPP4B; PPARGC1A; CCND1; ARHGEF17; SLC1A2; ASF1A; MCM9; FANCE; ADGRG6; EXOC2; LY86; LOX; TTC1; CPEB4; BCHE; ARHGEF26; FOXP1; EFEMP1; USP34; IL1RL1; IL18R1; PRG4; GADD45A; MFAP2; TCF21; ARMC2; IRF2BPL; BCL11A; HOXB1; PLXDC2; EPC1; ENOX1; ZFP30; TSHZ3; CALD1; ACVR1C; EEF1E1; RUNX2; IRF1; BMP4; SOX9; HIVEP3; GATA5; NFATC1; ZSWIM4; EEFSEC; SFTPD; BMAL1; MYCN; RERG; COL4A2; ADAM19; NMBR; DGKB; LMX1B; SORL1; ARHGAP20; GIPC2; ADCY3; PPM1B; ITGAV; ARHGAP24; FAM13A; SNRPF; SMIM2; FAM181A; TSPAN3; ZFHX3; SKAP1; MYO1F; PRDM16; EPHA2; EVA1B; BARHL2; HMCN1; LYPLAL1; FAM171B; VGLL4; COL8A1; BOC; DDIT4L; SFRP2; FBXL17; SPATA9; TIMD4; RASGEF1C; GNA12; MFHAS1; PARD3; ADD3; ADAM12; APIP; SERPING1; PRSS23; CRIM1; AKAP6; MBIP; ME3; CDC123; WWC2; DST; ZFP36L2; GJA1; RASGRP3; TEKT5; BCL2L11; ANAPC1; ASAP1; CFDP1; CXADR; WNT7A; ADAMTSL3; FGF18; MMP14; TNNI1; KLHL21; NFIA; NEXN; DENND2D; NAA15; ARFIP1; HHIP; ITGA2; WDR41; DCBLD1; ANKRD55; SHH; DLC1; ARHGAP42; HTRA1; FBN1; DENND2B; SMAD3; ENGASE; ABCA3; ULK4; NPNT; TET2; THBS3; ZEB2; PWWP2A; LRRN2; KCNS3; SLC25A33; JMJD1C; ID4; CERS6; BNC2; PPP1R3B; MARCHF3; MSRB3; PHLDA3; SLC26A9; TMEM81; BTC; NSUN3; GREM2; ADO; HHIPL1; SATB1; NTM; PAPPA; CADM1; REC114; NOG; DENND5A; PRR16; SLC24A3; KCNQ5; PTCH1; TSPYL4; COL4A1; SPRY4; THSD4; DNER; nan; ESRRG; AFAP1; DTHD1; FBXL22; OPA1; CAPZA2; L3MBTL3; SGMS1; CTXN3; DEFB136; ZDHHC11B; CTAGE1; STARD10; TWIST2; KIAA0040; TXNDC5; SCARF2; PABPC4L; ARMS2; CORO7; MMP12; EEF1E1-BLOC1S5; WNT16; ASB1; FGFR2; TGFBR3; SMG6; ITGA8; MAP2; REXO1; SESN1; MECOM; CTTN; CPA1; EZR; CDC7; RIN3; NFKBIA; DNAJC3; TTC23; BMF; SFRP1; EIF3E; TUSC3; ARHGEF18; GTPBP10; MET; ZKSCAN1; C1GALT1; MEOX2; CCSER2; PDHX; CORO1C; LTA4H; FRK; FAM184A; BACH2; KHDRBS2; GMDS; CEP72; NR3C1; DCAF17; KLF12; DNAL1; LTBP2; PDZRN3; HCRTR1; BAZ2B; CTCFL; COL21A1; GLIS2; SLC14A2; CHRM3; SOX5; ACVR1B; SPRY2; KLF4; TMOD1; KIF13A; SULF1; LRRC49; CYP1B1; USP8; SPPL2A; PML; MYOCD; BCAS3; GATA6; CTU1; HSPG2; CTTNBP2NL; EML4; ADAMTS19; ZNF462; LRMDA; CAMK2G; VEGFC; ASAP2; RIT2; ARL14EP; NR4A2; UBASH3B; PDE1C; ADAMTS5; MICU3; ACAN; AUTS2; FGFR4; MEGF6; PBXIP1; COL6A3; LMOD1; TIPARP; U2SURP; JCAD; DEGS2; ANTXR1; CHRNA5; GYPA; EMB; HSPA4; PTPRM; SLC19A1; THAP6; NCKAP5; FUT2; ZNF354C; SUZ12; GPC5; FGD6; GPR157; TSEN54; UBA7; AP2A2; CAMK1D; ZNF438; TBX1; MUC6; RFX6; INPP5J; ATP6V0A2; HS6ST3; NR2F2; GNB1L; HUS1B; RASSF10; SPATS2L; ASB13; CCDC69; FCGR3A; COL15A1; AGER; ITGA1; ARHGEF28; CCDC192; PLEKHO2; MICAL3; CCDC71L; CYP2A6; BLOC1S5-TXNDC5; GTF2I; BAK1; ROS1; CYFIP2; LAMC2; CDON; HDAC4; LMCD1; IGF2BP2; PAX2; CTTNBP2; ADCY2; TUT7; PTPN4; KIF3B; PNPO; SMURF2; HDGFL1; IGFBP5; HDLBP; TNP1; NRP2; FOXO3; HOXA7; TCP11; RREB1; PRR12; KDR; HOXD3; MTUS1; ZNF236; TBC1D5; RAN; AMPD3; MBD2; FST; CEMIP2; HLX; XPA; IL33; SMAD6; SECISBP2L; FRAS1; AEBP2; SCAPER; TPM1; USP3; SH3GL3; FTO; IRF8; SERBP1; HAPLN1; KCNMB1; TLK2; CRB2; ADAM33; FREM2; ITPR1; TMEM18; TMEM267; BAG3; RASSF3; PPARGC1B; SLA; ADK; KCNE2; CES5A; TAL1; ADAMTS9; SLMAP; DNALI1; SPRY1; HCN1; SBSPON; CCDC171; TTC7B; FAM227B; NETO1; NAV2; PHB1; RAB4A; MTCL1; ADRB2; PTK2; SDC2; SPSB1; PDE3A; ZNF169; DHFR2; FOXE1; SERTAD2; KPNA2; IFITM2; MRPL30; SYN3; EMID1; ERC2; TRIM33; SPRED2; MAFB; GPR20; NEURL1B; SPATA31D1; NFE2L3; DGKG; ARHGAP15; DGKD; MYH9; MTHFSD; LEPROTL1; LIMK1; SLC2A9; ABTB1; PLCL1; THADA; YLPM1; IKZF4; DBH; RRBP1; ANO1; NAPG; TBX3; LRRC32; SSH2; ETAA1; MEIS1; AFF3; NCAM1; FOXO1; SRFBP1; FRMD4A; TCF7L1; DIPK1A; GALK2; CLDN12; AFAP1L1; PANK4; B4GALT5; UBE2Q1; BORCS5; TMCO5A; ZNF319; STIM1; IL7R; LRRC28; MN1; TIGD4; KSR2; NEGR1; MGA; SH3PXD2B; NAP1L5; CDH5; D2HGDH; SLC8A1; NEB; SLC51B; ARAP1; DCC; ALKAL2; MRTFA; SLC30A10; GM2A; FAM3C; TEAD4; XKR9; CROCC2; ARHGEF38; INAFM1
Fasciitis,EPDR1; SFRP4; LDHAL6B; DMRT2; ZBTB40; PJA2; KDR; LPIN1; RSPO2; ERG; RAB31; ANTXR1; NEDD4; CDKL1; WNT7B; DUXA; PTPN4; MMP14; MAFB; EBF2
Glucocorticoid use measurement,IL18R1; WDR36; SMAD3; D2HGDH; ZBTB10; ABCB5; RORA; IL4R; LRRC32; GLB1; HRNR; NOTCH4; BACH2; IL1RL1; IL33; IL7R; ZFP36L1; CD247
Graves disease,KCNJ2; C1QTNF6; ARID5B; JAZF1; FCRL3; SLAMF6; CTLA4; TSHR; C6orf15; POU5F1B; MUC22; ATRX; CD40; PTPN22; CHRNA9; MAF; DCHS2; HLA-DPA1; MLN; ITPR3; BACH2; VAV3; STAT4; LPP; ABO; HLA-DQB1; CEP43; GGTLC2; MYL2; ALDH2; UBASH3A; ATP7A; TSBP1
HDL cholesterol change measurement,SCARB1; PGS1; CETP; PABPC4; APOA5; ACP2; ABCA1; LIPC; PPP1R3B; LPL; ZNF648; PTTG1IP; SNX13; HNF4A; APOE; PDE3A; KLF14; COBLL1; MSH3; ALDH1A2; CMIP; TTC39B; LIPG; GPAM; SLC39A8; GALNT2
HER2 negative breast carcinoma,FGFR2; CCDC170; APOBEC3A; PTHLH; TNP1; NEK10; HNF4G; NRIP1; RAD51B; THSD4; KCNU1; TOX3; CCND1; MRPS30; STXBP4; LSP1; ZNF365; CNTNAP2; POU5F1B
HMG CoA reductase inhibitor use measurement,MLXIPL; COMT; RP1; ZPR1; ALDH2; ALDH1A2; LDLR; TOMM40; HNF1A; OIT3; FGF5; FTO; ASGR1; CELSR2; ABCG8; TIMD4; TCF7L2; DIRAS3; CITED2; NOS3; LIPC; IRF2BP2; RGS19; ABO; FUT2; PLEC; ZFP91; LITAF; LPA; MAFB; NPC1L1; SCARB1; APOB; CETP; CYP26A1; ITPR3; LIPG; TRPS1; HGFAC; ST3GAL4; APOA5; HBS1L; VEGFA; HMGCR; EHBP1; OPRL1; APOE; LRPPRC; FAM117B; HERC3; RSPO3; CDKN2B; CDKN2A; NAT2; GUCY1A1; ABCA1; CYP7A1; TRIB1; SLC22A1; LPL; GAS6; MSANTD1; IGF2BP2; GCKR; TMPRSS11E; MAP3K1; DNAH11; UGT2B10; MORN1; LDAH; PPARG; PLA2G12B; BMPR1B; ABCA6; B4GALNT2; UGT2B7; HAPLN4; UBXN2B; KLF14; MYLIP; PCNX1; PLCG1; DENND4C; ACVRL1; BRCA2; SPC24; SMAD3; IRS1; PCSK9; FES
HOMA-B,TCF7L2; SPC25; SGCD; NAV3; PROX1; ADRA2A; G6PC2; ADCY5; TEAD1; ISL1; XPO1; GCK; CRY2; MTNR1B; DGKB; SLC30A8; ATP10A; CD44
Hashimoto's thyroiditis,CD44; GLIS3; CD69; SASH1; VEGFA; ZAP70; IGFBP5; NEK6; NKX2-3; AGO2; VAV3; PTPN22; STAT4; LPP; ARID5B; SYN2; TNFRSF14; CTLA4; TLR3; TSHR; NINJ2; CHRNA9; HORMAD2; FOXE1; TNRC18; SPATA13; COLEC10; IFNE; POU5F1B; RUNX3; TCF7; SLC25A15; SLC1A2; SH2B3; BACH2; PDE10A; PDE8B; IFIH1; TPO; FOXA2; C1QTNF6; IL2RA; MBIP; ADCY9; INSR; MAF; KATNIP; CAPZB; RAPGEF3; ADCY7; IRF4; MAL2; TIMP4; PPM1L; CHD7; MICOS10; EFCAB13; PRKX; HLA-DOB; TG; TRIB2; ACAP1; TNS1; SESN1; ITPK1; NFATC1; RBPJ; SLC48A1
